start_station,end_station,count,start_lat,start_lon,end_lat,end_lon
Grant Avenue at Columbus Avenue,Beale at Market,286,37.7979,-122.405942,37.792251,-122.397086
5th at Howard,Beale at Market,103,37.781752,-122.405127,37.792251,-122.397086
Market at 4th,Beale at Market,154,37.786305,-122.404966,37.792251,-122.397086
Washington at Kearny,Beale at Market,83,37.795425,-122.404767,37.792251,-122.397086
Post at Kearny,Beale at Market,75,37.788975,-122.403452,37.792251,-122.397086
Embarcadero at Sansome,Beale at Market,543,37.80477,-122.403234,37.792251,-122.397086
5th St at Folsom St,Beale at Market,3,37.780148,-122.403158,37.792251,-122.397086
Commercial at Montgomery,Beale at Market,56,37.794231,-122.402923,37.792251,-122.397086
Townsend at 7th,Beale at Market,51,37.771058,-122.402717,37.792251,-122.397086
Yerba Buena Center of the Arts (3rd @ Howard),Beale at Market,55,37.784878,-122.401014,37.792251,-122.397086
Broadway St at Battery St,Beale at Market,477,37.798541,-122.400862,37.792251,-122.397086
Market at Sansome,Beale at Market,165,37.789625,-122.400811,37.792251,-122.397086
Clay at Battery,Beale at Market,66,37.795001,-122.39997,37.792251,-122.397086
Mechanics Plaza (Market at Battery),Beale at Market,23,37.7913,-122.399051,37.792251,-122.397086
Embarcadero at Vallejo,Beale at Market,129,37.799953,-122.398525,37.792251,-122.397086
Davis at Jackson,Beale at Market,124,37.79728,-122.398436,37.792251,-122.397086
Howard at 2nd,Beale at Market,27,37.786978,-122.398108,37.792251,-122.397086
Beale at Market,Beale at Market,86,37.792251,-122.397086,37.792251,-122.397086
2nd at Folsom,Beale at Market,56,37.785299,-122.396236,37.792251,-122.397086
San Francisco Caltrain 2 (330 Townsend),Beale at Market,534,37.7766,-122.39547,37.792251,-122.397086
San Francisco Caltrain (Townsend at 4th),Beale at Market,953,37.776617,-122.39526,37.792251,-122.397086
Temporary Transbay Terminal (Howard at Beale),Beale at Market,98,37.789756,-122.394643,37.792251,-122.397086
Steuart at Market,Beale at Market,17,37.794139,-122.394434,37.792251,-122.397086
Harry Bridges Plaza (Ferry Building),Beale at Market,61,37.795392,-122.394203,37.792251,-122.397086
2nd at South Park,Beale at Market,66,37.782259,-122.392738,37.792251,-122.397086
Embarcadero at Folsom,Beale at Market,52,37.791464,-122.391034,37.792251,-122.397086
Spear at Folsom,Beale at Market,67,37.790302,-122.390637,37.792251,-122.397086
2nd at Townsend,Beale at Market,204,37.780526,-122.390288,37.792251,-122.397086
Embarcadero at Bryant,Beale at Market,204,37.787152,-122.388013,37.792251,-122.397086
South Van Ness at Market,2nd at Folsom,55,37.774814,-122.418954,37.785299,-122.396236
Golden Gate at Polk,2nd at Folsom,10,37.781332,-122.418603,37.785299,-122.396236
San Francisco City Hall,2nd at Folsom,44,37.77865,-122.418235,37.785299,-122.396236
Market at 10th,2nd at Folsom,158,37.776619,-122.417385,37.785299,-122.396236
Civic Center BART (7th at Market),2nd at Folsom,54,37.781039,-122.411748,37.785299,-122.396236
Powell at Post (Union Square),2nd at Folsom,81,37.788446,-122.408499,37.785299,-122.396236
Powell Street BART,2nd at Folsom,64,37.783871,-122.408433,37.785299,-122.396236
Grant Avenue at Columbus Avenue,2nd at Folsom,74,37.7979,-122.405942,37.785299,-122.396236
5th at Howard,2nd at Folsom,149,37.781752,-122.405127,37.785299,-122.396236
Market at 4th,2nd at Folsom,100,37.786305,-122.404966,37.785299,-122.396236
Washington at Kearny,2nd at Folsom,16,37.795425,-122.404767,37.785299,-122.396236
Post at Kearny,2nd at Folsom,36,37.788975,-122.403452,37.785299,-122.396236
Embarcadero at Sansome,2nd at Folsom,41,37.80477,-122.403234,37.785299,-122.396236
5th St at Folsom St,2nd at Folsom,3,37.780148,-122.403158,37.785299,-122.396236
Commercial at Montgomery,2nd at Folsom,26,37.794231,-122.402923,37.785299,-122.396236
Townsend at 7th,2nd at Folsom,331,37.771058,-122.402717,37.785299,-122.396236
Yerba Buena Center of the Arts (3rd @ Howard),2nd at Folsom,22,37.784878,-122.401014,37.785299,-122.396236
Broadway St at Battery St,2nd at Folsom,31,37.798541,-122.400862,37.785299,-122.396236
Market at Sansome,2nd at Folsom,553,37.789625,-122.400811,37.785299,-122.396236
Clay at Battery,2nd at Folsom,18,37.795001,-122.39997,37.785299,-122.396236
Mechanics Plaza (Market at Battery),2nd at Folsom,22,37.7913,-122.399051,37.785299,-122.396236
Embarcadero at Vallejo,2nd at Folsom,11,37.799953,-122.398525,37.785299,-122.396236
Davis at Jackson,2nd at Folsom,32,37.79728,-122.398436,37.785299,-122.396236
Howard at 2nd,2nd at Folsom,24,37.786978,-122.398108,37.785299,-122.396236
Beale at Market,2nd at Folsom,54,37.792251,-122.397086,37.785299,-122.396236
2nd at Folsom,2nd at Folsom,79,37.785299,-122.396236,37.785299,-122.396236
San Francisco Caltrain 2 (330 Townsend),2nd at Folsom,460,37.7766,-122.39547,37.785299,-122.396236
San Francisco Caltrain (Townsend at 4th),2nd at Folsom,469,37.776617,-122.39526,37.785299,-122.396236
Temporary Transbay Terminal (Howard at Beale),2nd at Folsom,189,37.789756,-122.394643,37.785299,-122.396236
Steuart at Market,2nd at Folsom,79,37.794139,-122.394434,37.785299,-122.396236
Harry Bridges Plaza (Ferry Building),2nd at Folsom,390,37.795392,-122.394203,37.785299,-122.396236
2nd at South Park,2nd at Folsom,154,37.782259,-122.392738,37.785299,-122.396236
Embarcadero at Folsom,2nd at Folsom,29,37.791464,-122.391034,37.785299,-122.396236
Spear at Folsom,2nd at Folsom,46,37.790302,-122.390637,37.785299,-122.396236
2nd at Townsend,2nd at Folsom,339,37.780526,-122.390288,37.785299,-122.396236
Embarcadero at Bryant,2nd at Folsom,32,37.787152,-122.388013,37.785299,-122.396236
South Van Ness at Market,San Francisco Caltrain 2 (330 Townsend),1035,37.774814,-122.418954,37.7766,-122.39547
Golden Gate at Polk,San Francisco Caltrain 2 (330 Townsend),543,37.781332,-122.418603,37.7766,-122.39547
San Francisco City Hall,San Francisco Caltrain 2 (330 Townsend),295,37.77865,-122.418235,37.7766,-122.39547
Market at 10th,San Francisco Caltrain 2 (330 Townsend),3035,37.776619,-122.417385,37.7766,-122.39547
Civic Center BART (7th at Market),San Francisco Caltrain 2 (330 Townsend),544,37.781039,-122.411748,37.7766,-122.39547
Cyril Magnin St at Ellis St,San Francisco Caltrain 2 (330 Townsend),2,37.785908,-122.408891,37.7766,-122.39547
Powell at Post (Union Square),San Francisco Caltrain 2 (330 Townsend),278,37.788446,-122.408499,37.7766,-122.39547
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),1563,37.783871,-122.408433,37.7766,-122.39547
Grant Avenue at Columbus Avenue,San Francisco Caltrain 2 (330 Townsend),56,37.7979,-122.405942,37.7766,-122.39547
5th at Howard,San Francisco Caltrain 2 (330 Townsend),1490,37.781752,-122.405127,37.7766,-122.39547
Market at 4th,San Francisco Caltrain 2 (330 Townsend),532,37.786305,-122.404966,37.7766,-122.39547
Washington at Kearny,San Francisco Caltrain 2 (330 Townsend),42,37.795425,-122.404767,37.7766,-122.39547
Post at Kearny,San Francisco Caltrain 2 (330 Townsend),502,37.788975,-122.403452,37.7766,-122.39547
Embarcadero at Sansome,San Francisco Caltrain 2 (330 Townsend),332,37.80477,-122.403234,37.7766,-122.39547
5th St at Folsom St,San Francisco Caltrain 2 (330 Townsend),18,37.780148,-122.403158,37.7766,-122.39547
Commercial at Montgomery,San Francisco Caltrain 2 (330 Townsend),297,37.794231,-122.402923,37.7766,-122.39547
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),3341,37.771058,-122.402717,37.7766,-122.39547
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco Caltrain 2 (330 Townsend),383,37.784878,-122.401014,37.7766,-122.39547
Broadway St at Battery St,San Francisco Caltrain 2 (330 Townsend),394,37.798541,-122.400862,37.7766,-122.39547
Market at Sansome,San Francisco Caltrain 2 (330 Townsend),650,37.789625,-122.400811,37.7766,-122.39547
Clay at Battery,San Francisco Caltrain 2 (330 Townsend),259,37.795001,-122.39997,37.7766,-122.39547
Mechanics Plaza (Market at Battery),San Francisco Caltrain 2 (330 Townsend),385,37.7913,-122.399051,37.7766,-122.39547
Embarcadero at Vallejo,San Francisco Caltrain 2 (330 Townsend),151,37.799953,-122.398525,37.7766,-122.39547
Davis at Jackson,San Francisco Caltrain 2 (330 Townsend),286,37.79728,-122.398436,37.7766,-122.39547
Howard at 2nd,San Francisco Caltrain 2 (330 Townsend),1202,37.786978,-122.398108,37.7766,-122.39547
Beale at Market,San Francisco Caltrain 2 (330 Townsend),570,37.792251,-122.397086,37.7766,-122.39547
2nd at Folsom,San Francisco Caltrain 2 (330 Townsend),532,37.785299,-122.396236,37.7766,-122.39547
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain 2 (330 Townsend),105,37.7766,-122.39547,37.7766,-122.39547
San Francisco Caltrain (Townsend at 4th),San Francisco Caltrain 2 (330 Townsend),55,37.776617,-122.39526,37.7766,-122.39547
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain 2 (330 Townsend),941,37.789756,-122.394643,37.7766,-122.39547
Steuart at Market,San Francisco Caltrain 2 (330 Townsend),1059,37.794139,-122.394434,37.7766,-122.39547
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain 2 (330 Townsend),523,37.795392,-122.394203,37.7766,-122.39547
2nd at South Park,San Francisco Caltrain 2 (330 Townsend),244,37.782259,-122.392738,37.7766,-122.39547
Embarcadero at Folsom,San Francisco Caltrain 2 (330 Townsend),948,37.791464,-122.391034,37.7766,-122.39547
Spear at Folsom,San Francisco Caltrain 2 (330 Townsend),457,37.790302,-122.390637,37.7766,-122.39547
2nd at Townsend,San Francisco Caltrain 2 (330 Townsend),292,37.780526,-122.390288,37.7766,-122.39547
Embarcadero at Bryant,San Francisco Caltrain 2 (330 Townsend),255,37.787152,-122.388013,37.7766,-122.39547
South Van Ness at Market,San Francisco Caltrain (Townsend at 4th),130,37.774814,-122.418954,37.776617,-122.39526
Golden Gate at Polk,San Francisco Caltrain (Townsend at 4th),93,37.781332,-122.418603,37.776617,-122.39526
San Francisco City Hall,San Francisco Caltrain (Townsend at 4th),84,37.77865,-122.418235,37.776617,-122.39526
Market at 10th,San Francisco Caltrain (Townsend at 4th),420,37.776619,-122.417385,37.776617,-122.39526
Civic Center BART (7th at Market),San Francisco Caltrain (Townsend at 4th),162,37.781039,-122.411748,37.776617,-122.39526
Cyril Magnin St at Ellis St,San Francisco Caltrain (Townsend at 4th),10,37.785908,-122.408891,37.776617,-122.39526
Powell at Post (Union Square),San Francisco Caltrain (Townsend at 4th),285,37.788446,-122.408499,37.776617,-122.39526
Powell Street BART,San Francisco Caltrain (Townsend at 4th),334,37.783871,-122.408433,37.776617,-122.39526
Grant Avenue at Columbus Avenue,San Francisco Caltrain (Townsend at 4th),407,37.7979,-122.405942,37.776617,-122.39526
5th at Howard,San Francisco Caltrain (Townsend at 4th),157,37.781752,-122.405127,37.776617,-122.39526
Market at 4th,San Francisco Caltrain (Townsend at 4th),1021,37.786305,-122.404966,37.776617,-122.39526
Washington at Kearny,San Francisco Caltrain (Townsend at 4th),121,37.795425,-122.404767,37.776617,-122.39526
Post at Kearny,San Francisco Caltrain (Townsend at 4th),525,37.788975,-122.403452,37.776617,-122.39526
Embarcadero at Sansome,San Francisco Caltrain (Townsend at 4th),711,37.80477,-122.403234,37.776617,-122.39526
5th St at Folsom St,San Francisco Caltrain (Townsend at 4th),4,37.780148,-122.403158,37.776617,-122.39526
Commercial at Montgomery,San Francisco Caltrain (Townsend at 4th),646,37.794231,-122.402923,37.776617,-122.39526
Townsend at 7th,San Francisco Caltrain (Townsend at 4th),317,37.771058,-122.402717,37.776617,-122.39526
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco Caltrain (Townsend at 4th),498,37.784878,-122.401014,37.776617,-122.39526
Broadway St at Battery St,San Francisco Caltrain (Townsend at 4th),936,37.798541,-122.400862,37.776617,-122.39526
Market at Sansome,San Francisco Caltrain (Townsend at 4th),1341,37.789625,-122.400811,37.776617,-122.39526
Clay at Battery,San Francisco Caltrain (Townsend at 4th),1056,37.795001,-122.39997,37.776617,-122.39526
Mechanics Plaza (Market at Battery),San Francisco Caltrain (Townsend at 4th),741,37.7913,-122.399051,37.776617,-122.39526
Embarcadero at Vallejo,San Francisco Caltrain (Townsend at 4th),329,37.799953,-122.398525,37.776617,-122.39526
Davis at Jackson,San Francisco Caltrain (Townsend at 4th),1048,37.79728,-122.398436,37.776617,-122.39526
Howard at 2nd,San Francisco Caltrain (Townsend at 4th),1910,37.786978,-122.398108,37.776617,-122.39526
Beale at Market,San Francisco Caltrain (Townsend at 4th),1409,37.792251,-122.397086,37.776617,-122.39526
2nd at Folsom,San Francisco Caltrain (Townsend at 4th),1171,37.785299,-122.396236,37.776617,-122.39526
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain (Townsend at 4th),36,37.7766,-122.39547,37.776617,-122.39526
San Francisco Caltrain (Townsend at 4th),San Francisco Caltrain (Townsend at 4th),171,37.776617,-122.39526,37.776617,-122.39526
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain (Townsend at 4th),2270,37.789756,-122.394643,37.776617,-122.39526
Steuart at Market,San Francisco Caltrain (Townsend at 4th),2482,37.794139,-122.394434,37.776617,-122.39526
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),2362,37.795392,-122.394203,37.776617,-122.39526
2nd at South Park,San Francisco Caltrain (Townsend at 4th),640,37.782259,-122.392738,37.776617,-122.39526
Embarcadero at Folsom,San Francisco Caltrain (Townsend at 4th),2384,37.791464,-122.391034,37.776617,-122.39526
Spear at Folsom,San Francisco Caltrain (Townsend at 4th),788,37.790302,-122.390637,37.776617,-122.39526
2nd at Townsend,San Francisco Caltrain (Townsend at 4th),843,37.780526,-122.390288,37.776617,-122.39526
Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),989,37.787152,-122.388013,37.776617,-122.39526
Paseo de San Antonio,San Francisco Caltrain (Townsend at 4th),1,37.333798,-121.886943,37.776617,-122.39526
MLK Library,San Francisco Caltrain (Townsend at 4th),1,37.335885,-121.88566,37.776617,-122.39526
South Van Ness at Market,Temporary Transbay Terminal (Howard at Beale),284,37.774814,-122.418954,37.789756,-122.394643
Golden Gate at Polk,Temporary Transbay Terminal (Howard at Beale),189,37.781332,-122.418603,37.789756,-122.394643
San Francisco City Hall,Temporary Transbay Terminal (Howard at Beale),39,37.77865,-122.418235,37.789756,-122.394643
Market at 10th,Temporary Transbay Terminal (Howard at Beale),209,37.776619,-122.417385,37.789756,-122.394643
Civic Center BART (7th at Market),Temporary Transbay Terminal (Howard at Beale),227,37.781039,-122.411748,37.789756,-122.394643
Cyril Magnin St at Ellis St,Temporary Transbay Terminal (Howard at Beale),2,37.785908,-122.408891,37.789756,-122.394643
Powell at Post (Union Square),Temporary Transbay Terminal (Howard at Beale),67,37.788446,-122.408499,37.789756,-122.394643
Powell Street BART,Temporary Transbay Terminal (Howard at Beale),66,37.783871,-122.408433,37.789756,-122.394643
Grant Avenue at Columbus Avenue,Temporary Transbay Terminal (Howard at Beale),461,37.7979,-122.405942,37.789756,-122.394643
5th at Howard,Temporary Transbay Terminal (Howard at Beale),535,37.781752,-122.405127,37.789756,-122.394643
Market at 4th,Temporary Transbay Terminal (Howard at Beale),465,37.786305,-122.404966,37.789756,-122.394643
Washington at Kearny,Temporary Transbay Terminal (Howard at Beale),120,37.795425,-122.404767,37.789756,-122.394643
Post at Kearny,Temporary Transbay Terminal (Howard at Beale),93,37.788975,-122.403452,37.789756,-122.394643
Embarcadero at Sansome,Temporary Transbay Terminal (Howard at Beale),591,37.80477,-122.403234,37.789756,-122.394643
Commercial at Montgomery,Temporary Transbay Terminal (Howard at Beale),393,37.794231,-122.402923,37.789756,-122.394643
Townsend at 7th,Temporary Transbay Terminal (Howard at Beale),617,37.771058,-122.402717,37.789756,-122.394643
Yerba Buena Center of the Arts (3rd @ Howard),Temporary Transbay Terminal (Howard at Beale),81,37.784878,-122.401014,37.789756,-122.394643
Broadway St at Battery St,Temporary Transbay Terminal (Howard at Beale),438,37.798541,-122.400862,37.789756,-122.394643
Market at Sansome,Temporary Transbay Terminal (Howard at Beale),305,37.789625,-122.400811,37.789756,-122.394643
Clay at Battery,Temporary Transbay Terminal (Howard at Beale),351,37.795001,-122.39997,37.789756,-122.394643
Mechanics Plaza (Market at Battery),Temporary Transbay Terminal (Howard at Beale),216,37.7913,-122.399051,37.789756,-122.394643
Embarcadero at Vallejo,Temporary Transbay Terminal (Howard at Beale),483,37.799953,-122.398525,37.789756,-122.394643
Davis at Jackson,Temporary Transbay Terminal (Howard at Beale),241,37.79728,-122.398436,37.789756,-122.394643
Howard at 2nd,Temporary Transbay Terminal (Howard at Beale),114,37.786978,-122.398108,37.789756,-122.394643
Beale at Market,Temporary Transbay Terminal (Howard at Beale),399,37.792251,-122.397086,37.789756,-122.394643
2nd at Folsom,Temporary Transbay Terminal (Howard at Beale),412,37.785299,-122.396236,37.789756,-122.394643
San Francisco Caltrain 2 (330 Townsend),Temporary Transbay Terminal (Howard at Beale),1402,37.7766,-122.39547,37.789756,-122.394643
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),1686,37.776617,-122.39526,37.789756,-122.394643
Temporary Transbay Terminal (Howard at Beale),Temporary Transbay Terminal (Howard at Beale),89,37.789756,-122.394643,37.789756,-122.394643
Steuart at Market,Temporary Transbay Terminal (Howard at Beale),105,37.794139,-122.394434,37.789756,-122.394643
Harry Bridges Plaza (Ferry Building),Temporary Transbay Terminal (Howard at Beale),244,37.795392,-122.394203,37.789756,-122.394643
2nd at South Park,Temporary Transbay Terminal (Howard at Beale),312,37.782259,-122.392738,37.789756,-122.394643
Embarcadero at Folsom,Temporary Transbay Terminal (Howard at Beale),36,37.791464,-122.391034,37.789756,-122.394643
Spear at Folsom,Temporary Transbay Terminal (Howard at Beale),37,37.790302,-122.390637,37.789756,-122.394643
2nd at Townsend,Temporary Transbay Terminal (Howard at Beale),952,37.780526,-122.390288,37.789756,-122.394643
Embarcadero at Bryant,Temporary Transbay Terminal (Howard at Beale),136,37.787152,-122.388013,37.789756,-122.394643
South Van Ness at Market,Steuart at Market,138,37.774814,-122.418954,37.794139,-122.394434
Golden Gate at Polk,Steuart at Market,149,37.781332,-122.418603,37.794139,-122.394434
San Francisco City Hall,Steuart at Market,70,37.77865,-122.418235,37.794139,-122.394434
Market at 10th,Steuart at Market,385,37.776619,-122.417385,37.794139,-122.394434
Civic Center BART (7th at Market),Steuart at Market,172,37.781039,-122.411748,37.794139,-122.394434
Cyril Magnin St at Ellis St,Steuart at Market,2,37.785908,-122.408891,37.794139,-122.394434
Powell at Post (Union Square),Steuart at Market,155,37.788446,-122.408499,37.794139,-122.394434
Powell Street BART,Steuart at Market,239,37.783871,-122.408433,37.794139,-122.394434
Grant Avenue at Columbus Avenue,Steuart at Market,357,37.7979,-122.405942,37.794139,-122.394434
5th at Howard,Steuart at Market,346,37.781752,-122.405127,37.794139,-122.394434
Market at 4th,Steuart at Market,293,37.786305,-122.404966,37.794139,-122.394434
Washington at Kearny,Steuart at Market,65,37.795425,-122.404767,37.794139,-122.394434
Post at Kearny,Steuart at Market,199,37.788975,-122.403452,37.794139,-122.394434
Embarcadero at Sansome,Steuart at Market,2605,37.80477,-122.403234,37.794139,-122.394434
5th St at Folsom St,Steuart at Market,10,37.780148,-122.403158,37.794139,-122.394434
Commercial at Montgomery,Steuart at Market,74,37.794231,-122.402923,37.794139,-122.394434
Townsend at 7th,Steuart at Market,285,37.771058,-122.402717,37.794139,-122.394434
Yerba Buena Center of the Arts (3rd @ Howard),Steuart at Market,98,37.784878,-122.401014,37.794139,-122.394434
Broadway St at Battery St,Steuart at Market,601,37.798541,-122.400862,37.794139,-122.394434
Market at Sansome,Steuart at Market,358,37.789625,-122.400811,37.794139,-122.394434
Clay at Battery,Steuart at Market,53,37.795001,-122.39997,37.794139,-122.394434
Mechanics Plaza (Market at Battery),Steuart at Market,107,37.7913,-122.399051,37.794139,-122.394434
Embarcadero at Vallejo,Steuart at Market,901,37.799953,-122.398525,37.794139,-122.394434
Davis at Jackson,Steuart at Market,83,37.79728,-122.398436,37.794139,-122.394434
Howard at 2nd,Steuart at Market,345,37.786978,-122.398108,37.794139,-122.394434
Beale at Market,Steuart at Market,67,37.792251,-122.397086,37.794139,-122.394434
2nd at Folsom,Steuart at Market,137,37.785299,-122.396236,37.794139,-122.394434
San Francisco Caltrain 2 (330 Townsend),Steuart at Market,1414,37.7766,-122.39547,37.794139,-122.394434
San Francisco Caltrain (Townsend at 4th),Steuart at Market,1501,37.776617,-122.39526,37.794139,-122.394434
Temporary Transbay Terminal (Howard at Beale),Steuart at Market,251,37.789756,-122.394643,37.794139,-122.394434
Steuart at Market,Steuart at Market,243,37.794139,-122.394434,37.794139,-122.394434
Harry Bridges Plaza (Ferry Building),Steuart at Market,62,37.795392,-122.394203,37.794139,-122.394434
2nd at South Park,Steuart at Market,242,37.782259,-122.392738,37.794139,-122.394434
Embarcadero at Folsom,Steuart at Market,132,37.791464,-122.391034,37.794139,-122.394434
Spear at Folsom,Steuart at Market,310,37.790302,-122.390637,37.794139,-122.394434
2nd at Townsend,Steuart at Market,1396,37.780526,-122.390288,37.794139,-122.394434
Embarcadero at Bryant,Steuart at Market,728,37.787152,-122.388013,37.794139,-122.394434
South Van Ness at Market,Harry Bridges Plaza (Ferry Building),102,37.774814,-122.418954,37.795392,-122.394203
Golden Gate at Polk,Harry Bridges Plaza (Ferry Building),55,37.781332,-122.418603,37.795392,-122.394203
San Francisco City Hall,Harry Bridges Plaza (Ferry Building),56,37.77865,-122.418235,37.795392,-122.394203
Market at 10th,Harry Bridges Plaza (Ferry Building),146,37.776619,-122.417385,37.795392,-122.394203
Civic Center BART (7th at Market),Harry Bridges Plaza (Ferry Building),111,37.781039,-122.411748,37.795392,-122.394203
Cyril Magnin St at Ellis St,Harry Bridges Plaza (Ferry Building),5,37.785908,-122.408891,37.795392,-122.394203
Powell at Post (Union Square),Harry Bridges Plaza (Ferry Building),175,37.788446,-122.408499,37.795392,-122.394203
Powell Street BART,Harry Bridges Plaza (Ferry Building),247,37.783871,-122.408433,37.795392,-122.394203
Grant Avenue at Columbus Avenue,Harry Bridges Plaza (Ferry Building),211,37.7979,-122.405942,37.795392,-122.394203
5th at Howard,Harry Bridges Plaza (Ferry Building),172,37.781752,-122.405127,37.795392,-122.394203
Market at 4th,Harry Bridges Plaza (Ferry Building),345,37.786305,-122.404966,37.795392,-122.394203
Washington at Kearny,Harry Bridges Plaza (Ferry Building),131,37.795425,-122.404767,37.795392,-122.394203
Post at Kearny,Harry Bridges Plaza (Ferry Building),260,37.788975,-122.403452,37.795392,-122.394203
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),1506,37.80477,-122.403234,37.795392,-122.394203
5th St at Folsom St,Harry Bridges Plaza (Ferry Building),3,37.780148,-122.403158,37.795392,-122.394203
Commercial at Montgomery,Harry Bridges Plaza (Ferry Building),134,37.794231,-122.402923,37.795392,-122.394203
Townsend at 7th,Harry Bridges Plaza (Ferry Building),735,37.771058,-122.402717,37.795392,-122.394203
Yerba Buena Center of the Arts (3rd @ Howard),Harry Bridges Plaza (Ferry Building),113,37.784878,-122.401014,37.795392,-122.394203
Broadway St at Battery St,Harry Bridges Plaza (Ferry Building),223,37.798541,-122.400862,37.795392,-122.394203
Market at Sansome,Harry Bridges Plaza (Ferry Building),665,37.789625,-122.400811,37.795392,-122.394203
Clay at Battery,Harry Bridges Plaza (Ferry Building),171,37.795001,-122.39997,37.795392,-122.394203
Mechanics Plaza (Market at Battery),Harry Bridges Plaza (Ferry Building),138,37.7913,-122.399051,37.795392,-122.394203
Embarcadero at Vallejo,Harry Bridges Plaza (Ferry Building),341,37.799953,-122.398525,37.795392,-122.394203
Davis at Jackson,Harry Bridges Plaza (Ferry Building),103,37.79728,-122.398436,37.795392,-122.394203
Howard at 2nd,Harry Bridges Plaza (Ferry Building),341,37.786978,-122.398108,37.795392,-122.394203
Beale at Market,Harry Bridges Plaza (Ferry Building),118,37.792251,-122.397086,37.795392,-122.394203
2nd at Folsom,Harry Bridges Plaza (Ferry Building),621,37.785299,-122.396236,37.795392,-122.394203
San Francisco Caltrain 2 (330 Townsend),Harry Bridges Plaza (Ferry Building),1593,37.7766,-122.39547,37.795392,-122.394203
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),2593,37.776617,-122.39526,37.795392,-122.394203
Temporary Transbay Terminal (Howard at Beale),Harry Bridges Plaza (Ferry Building),207,37.789756,-122.394643,37.795392,-122.394203
Steuart at Market,Harry Bridges Plaza (Ferry Building),35,37.794139,-122.394434,37.795392,-122.394203
Harry Bridges Plaza (Ferry Building),Harry Bridges Plaza (Ferry Building),631,37.795392,-122.394203,37.795392,-122.394203
2nd at South Park,Harry Bridges Plaza (Ferry Building),920,37.782259,-122.392738,37.795392,-122.394203
Embarcadero at Folsom,Harry Bridges Plaza (Ferry Building),213,37.791464,-122.391034,37.795392,-122.394203
Spear at Folsom,Harry Bridges Plaza (Ferry Building),175,37.790302,-122.390637,37.795392,-122.394203
2nd at Townsend,Harry Bridges Plaza (Ferry Building),2781,37.780526,-122.390288,37.795392,-122.394203
Embarcadero at Bryant,Harry Bridges Plaza (Ferry Building),616,37.787152,-122.388013,37.795392,-122.394203
South Van Ness at Market,2nd at South Park,49,37.774814,-122.418954,37.782259,-122.392738
Golden Gate at Polk,2nd at South Park,16,37.781332,-122.418603,37.782259,-122.392738
San Francisco City Hall,2nd at South Park,23,37.77865,-122.418235,37.782259,-122.392738
Market at 10th,2nd at South Park,176,37.776619,-122.417385,37.782259,-122.392738
Civic Center BART (7th at Market),2nd at South Park,54,37.781039,-122.411748,37.782259,-122.392738
Cyril Magnin St at Ellis St,2nd at South Park,1,37.785908,-122.408891,37.782259,-122.392738
Powell at Post (Union Square),2nd at South Park,182,37.788446,-122.408499,37.782259,-122.392738
Powell Street BART,2nd at South Park,69,37.783871,-122.408433,37.782259,-122.392738
Grant Avenue at Columbus Avenue,2nd at South Park,177,37.7979,-122.405942,37.782259,-122.392738
5th at Howard,2nd at South Park,58,37.781752,-122.405127,37.782259,-122.392738
Market at 4th,2nd at South Park,226,37.786305,-122.404966,37.782259,-122.392738
Washington at Kearny,2nd at South Park,183,37.795425,-122.404767,37.782259,-122.392738
Post at Kearny,2nd at South Park,212,37.788975,-122.403452,37.782259,-122.392738
Embarcadero at Sansome,2nd at South Park,94,37.80477,-122.403234,37.782259,-122.392738
5th St at Folsom St,2nd at South Park,1,37.780148,-122.403158,37.782259,-122.392738
Commercial at Montgomery,2nd at South Park,79,37.794231,-122.402923,37.782259,-122.392738
Townsend at 7th,2nd at South Park,114,37.771058,-122.402717,37.782259,-122.392738
Yerba Buena Center of the Arts (3rd @ Howard),2nd at South Park,74,37.784878,-122.401014,37.782259,-122.392738
Broadway St at Battery St,2nd at South Park,27,37.798541,-122.400862,37.782259,-122.392738
Market at Sansome,2nd at South Park,1636,37.789625,-122.400811,37.782259,-122.392738
Clay at Battery,2nd at South Park,59,37.795001,-122.39997,37.782259,-122.392738
Mechanics Plaza (Market at Battery),2nd at South Park,69,37.7913,-122.399051,37.782259,-122.392738
Embarcadero at Vallejo,2nd at South Park,152,37.799953,-122.398525,37.782259,-122.392738
Davis at Jackson,2nd at South Park,88,37.79728,-122.398436,37.782259,-122.392738
Howard at 2nd,2nd at South Park,286,37.786978,-122.398108,37.782259,-122.392738
Beale at Market,2nd at South Park,272,37.792251,-122.397086,37.782259,-122.392738
